G-truth    | Predict    | Edited     | Image path                                                       
Công       | Sông       | Sông       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_0_0.png       
có         | co         | co         | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_0_11.png      
Chiều      | chiều      | chiều      | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_2_16.png      
đợi        | đội        | đội        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_3_7.png       
Và         | là         | là         | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_2_13.png      
Tuấn       | Tuân       | Tuân       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_5_18.png      
phó        | pho        | pho        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_6_2.png       
phụ        | phục       | phục       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_6_10.png      
lao        | tao        | tao        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_1_6_13.png      
Lỗi        | dỗi        | dỗi        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_0_7.png       
Không      | không      | không      | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_2_19.png      
Thông      | thông      | thông      | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_4_19.png      
An         | an         | an         | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_2_7_3.png       
tiền       | tiên       | tiên       | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_5_6.png       
rào        | sào        | sào        | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_3_4_12.png      
Thông      | thông      | thông      | ./data/VNOnDB/word_test/20160504_0147_25627_3_tg_4_0_10.png      
Thị        | Thi        | Thi        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_1.png         
Cho        | cho        | cho        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_9.png         
Lã         | Là         | Là         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_0.png         
NH         | NHÀ        | NHÀ        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_5.png         
Lã         | lã         | lã         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_0_23.png        
thương     | Trương     | Trương     | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_2_6.png         
Chính      | chính      | chính      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_2_15.png        
diện       | điện       | điện       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_2_3.png         
Cty        | cty        | cty        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_1_13.png        
Đại        | Đai        | Đai        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_2_2.png         
hoạch      | hạch       | hạch       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_3_0.png         
kiện       | hiện       | hiện       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_4_6.png         
lãm        | lâm        | lâm        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_3_9.png         
ký         | lý         | lý         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_4_2.png         
quyết      | quyến      | quyến      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_4_8.png         
nhận       | nhìn       | nhìn       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_0_5.png         
đệm        | đện        | đện        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_4_19.png        
NH         | VH         | VH         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_0_4_10.png        
diện       | điện       | điện       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_1_19.png        
thị        | chị        | chị        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_1_8.png         
dứt        | đứt        | đứt        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_2_3.png         
sẽ         | Đẽ         | Đẽ         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_2_2.png         
diện       | điện       | điện       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_1_2_16.png        
khoản      | khoan      | khoan      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_1_8.png         
việc       | viêc       | viêc       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_1_4.png         
cá         | ca         | ca         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_2_0.png         
Lã         | lã         | lã         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_2_6.png         
Tuy        | tuy        | tuy        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_3_12.png        
khi        | Khi        | Khi        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_3_15.png        
cụ         | Cu         | Cu         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_3_9.png         
từ         | tư         | tư         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_5.png         
NH         | NH7        | NH7        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_6.png         
Thị        | thị        | thị        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_21.png        
Kim        | kim        | kim        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_22.png        
Lã         | lã         | lã         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_4_20.png        
gỗ         | gồ         | gồ         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_5_10.png        
NH         | VH         | VH         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_6_1.png         
NN         | NV         | NV         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_2_6_2.png         
những      | hững       | hững       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_0_19.png        
khoản      | khoả       | khoả       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_1_0.png         
dung       | dụng       | dụng       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_0_11.png        
Những      | những      | những      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_2_3.png         
Oanh       | Ganh       | Ganh       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_2_14.png        
dịch       | địch       | địch       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_3_1.png         
Kim        | kim        | kim        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_1_15.png        
Thị        | thị        | thị        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_2_12.png        
mời        | mới        | mới        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_3_3.png         
trình      | tình       | tình       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_4_4.png         
Trung      | trung      | trung      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_4_5.png         
mời        | mới        | mới        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_4_17.png        
lễ         | lề         | lề         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_3_3_22.png        
công       | Công       | Công       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_0_11.png        
Thị        | thị        | thị        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_0_1.png         
Kim        | km         | km         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_0_2.png         
lời        | lới        | lới        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_1_7.png         
Nguyễn     | Nguyền     | Nguyền     | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_3_7.png         
giải       | giả        | giả        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_11.png        
Thị        | thị        | thị        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_7.png         
Kim        | kim        | kim        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_8.png         
cụ         | cu         | cu         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_2_14.png        
dung       | dụng       | dụng       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_4_2.png         
rằng       | nằng       | nằng       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_4_17.png        
Theo       | cheo       | cheo       | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_0_0.png         
Thị        | thi        | thi        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_4_13.png        
Kim        | kim        | kim        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_4_14.png        
hôm        | hòm        | hòm        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_0_4.png         
sẽ         | Sẽ         | Sẽ         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_3_14.png        
sơ         | Sơ         | Sơ         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_4_5_0.png         
nghiêm     | nghiên     | nghiên     | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_1_5.png         
trọng      | trong      | trong      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_1_6.png         
dung       | dng        | dng        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_0_17.png        
nội        | nôi        | nôi        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_0_16.png        
cố         | cô         | cô         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_0_18.png        
Nguyễn     | Nguyền     | Nguyền     | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_3_3.png         
Nguyễn     | Nguyền     | Nguyền     | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_3_7.png         
Thiện      | thiện      | thiện      | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_3_8.png         
và         | vài        | vài        | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_3_6.png         
Tại        | Trại       | Trại       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_0_0.png        
Bộ         | Bô         | Bô         | ./data/VNOnDB/word_test/20160510_0148_25472_tg_5_4_8.png         
sức        | nức        | nức        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_2_16.png       
Năm        | Nhăm       | Nhăm       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_3_4.png        
xã         | vã         | vã         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_5_2.png        
để         | đế         | đế         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_5_23.png       
tì         | tỉ         | tỉ         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_0_6_4.png        
xe         | ve         | ve         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_1_2_13.png       
cổng       | công       | công       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_1_4_2.png        
xây        | vây        | vây        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_1_4_1.png        
Thấy       | Chấy       | Chấy       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_0_8.png        
phá        | phái       | phái       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_1_6.png        
xung       | vung       | vung       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_3_5.png        
lòng       | làng       | làng       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_2_5_8.png        
Năm        | Nhăm       | Nhăm       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_3_4.png        
sơ         | So         | So         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_1_19.png       
5          | 50         | 50         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_3_4_3.png        
Hiếu       | Thiếu      | Thiếu      | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_2_0.png        
Văn        | Tăn        | Tăn        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_1_18.png       
Tây        | Gây        | Gây        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_2_9.png        
kể         | hể         | hể         | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_3_7.png        
Liêm       | điêm       | điêm       | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_5_15.png       
Năm        | Măm        | Măm        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_4_5_11.png       
2000       | 200        | 200        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_1_13.png       
Phước      | Chước      | Chước      | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_4_20.png       
xóc        | cóc        | cóc        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_4_5.png        
xây        | vây        | vây        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_5_4.png        
Phúc       | phúc       | phúc       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_0_18.png        
cất        | cấp        | cấp        | ./data/VNOnDB/word_test/20160517_0149_9539_2_tg_5_7_3.png        
đầu        | đần        | đần        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_0_23.png        
đêm        | đâm        | đâm        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_1_23.png        
bar        | ban        | ban        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_2_1.png         
các        | cái        | cái        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_2_6.png         
yêu        | yên        | yên        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_2_17.png        
các        | cái        | cái        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_3_5.png         
lễ         | lẽ         | lẽ         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_3_6.png         
chương     | chưởng     | chưởng     | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_0_2.png         
các        | cái        | cái        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_0_4_3.png         
JICA       | JICH       | JICH       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_0_14.png        
tâm        | Tâm        | Tâm        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_2_4.png         
đề         | đờ         | đờ         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_1_10.png        
văn        | răn        | răn        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_3_6.png         
đổ         | đỗ         | đỗ         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_2_14.png        
Chăm       | chăm       | chăm       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_4_7.png         
Hội        | hội        | hội        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_5_6.png         
đô         | cô         | cô         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_5_3.png         
đô         | đỏ         | đỏ         | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_5_13.png        
Chương     | chương     | chương     | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_6_5.png         
Chăm       | chăm       | chăm       | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_6_1.png         
trợ        | trự        | trự        | ./data/VNOnDB/word_test/20160517_0150_25272_tg_1_6_8.png         
Yên        | yên        | yên        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_0_1.png       
Xuân       | xuân       | xuân       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_2_0.png       
Sông       | sông       | sông       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_2_3.png       
Sông       | sông       | sông       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_3_4.png       
Sông       | sông       | sông       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_5_5.png       
xã         | xà         | xà         | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_0_5_0.png       
Định       | Đinh       | Đinh       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_2_9.png       
Cầu        | cầu        | cầu        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_2_14.png      
Cầu        | cầu        | cầu        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_3_3.png       
Yên        | yên        | yên        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_4_11.png      
5          | 50         | 50         | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_4_2.png       
Sông       | sông       | sông       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_6_2.png       
Cầu        | cầu        | cầu        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_1_6_3.png       
Thực       | thực       | thực       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_2_1_15.png      
tư         | tử         | tử         | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_2_1_0.png       
công       | rông       | rông       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_2_4_8.png       
móng       | nóng       | nóng       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_2_6_13.png      
Còn        | còn        | còn        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_3_1_18.png      
dựng       | dưng       | dưng       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_3_3_4.png       
về         | xề         | xề         | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_3_2_15.png      
Yên        | yên        | yên        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_3_5_10.png      
cư         | tư         | tư         | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_4_0_10.png      
chính      | chánh      | chánh      | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_4_4_0.png       
việc       | Việc       | Việc       | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_5_0_1.png       
Yên        | yên        | yên        | ./data/VNOnDB/word_test/20160518_0151_25432_1_tg_4_5_15.png      
HCM        | HCH        | HCH        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_0_2.png         
với        | xới        | xới        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_1_11.png        
5          | 55         | 55         | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_1_16.png        
tiểu       | tiếu       | tiếu       | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_3_5.png         
Hạn        | tạn        | tạn        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_3_18.png        
vốn        | xốn        | xốn        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_3_22.png        
Cấp        | lấp        | lấp        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_0_4_13.png        
các        | cát        | cát        | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_0_9.png         
cạnh       | vạnh       | vạnh       | ./data/VNOnDB/word_test/20160518_0152_25475_tg_1_3_0.png         
Sáng       | sáng       | sáng       | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_0_8.png         
quan       | Quan       | Quan       | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_0_24.png        
cảng       | cũng       | cũng       | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_1_2.png         
mại        | mai        | mai        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_2_1.png         
Văn        | văn        | văn        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_2_15.png        
ty         | Ty         | Ty         | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_1_23.png        
E5         | G5         | G5         | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_2_13.png        
Các        | các        | các        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_0_3_7.png         
Chiều      | chiều      | chiều      | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_0_13.png        
trên       | tiên       | tiên       | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_0_5.png         
bản        | băn        | băn        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_0_9.png         
Khanh      | khanh      | khanh      | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_2_14.png        
hải        | hãi        | hãi        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_1_1.png         
bản        | băn        | băn        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_1_13.png        
mặt        | một        | một        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_1_17.png        
Thế        | thế        | thế        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_2_13.png        
qui        | quy        | quy        | ./data/VNOnDB/word_test/20160518_0153_25303_tg_1_3_12.png        
Chúng      | chúng      | chúng      | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_1_16.png        
lãnh       | lảnh       | lảnh       | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_1_5.png         
Bộ         | Bô         | Bô         | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_1_9.png         
Y          | y          | y          | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_1_10.png        
khẩu       | khẩn       | khẩn       | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_3_11.png        
Kong       | kong       | kong       | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_4_4.png         
số         | sò         | sò         | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_3_14.png        
hạn        | han        | han        | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_6_2.png         
Y          | y          | y          | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_4_12.png        
Y          | 9          | 9          | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_5_2.png         
sử         | sứ         | sứ         | ./data/VNOnDB/word_test/20160518_0154_25288_tg_0_8_16.png        
tri        | trú        | trú        | ./data/VNOnDB/word_test/20160518_0155_25344_tg_0_2_12.png        
giảm       | giám       | giám       | ./data/VNOnDB/word_test/20160518_0155_25344_tg_0_5_17.png        
mô         | mó         | mó         | ./data/VNOnDB/word_test/20160518_0155_25344_tg_0_4_12.png        
triển      | tiển       | tiển       | ./data/VNOnDB/word_test/20160518_0155_25344_tg_1_0_18.png        
và         | vào        | vào        | ./data/VNOnDB/word_test/20160518_0155_25344_tg_1_0_9.png         
tác        | Tác        | Tác        | ./data/VNOnDB/word_test/20160518_0155_25344_tg_1_3_14.png        
AIDS       | ADS        | ADS        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_1_0.png         
tại        | lại        | lại        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_0_15.png        
sơ         | so         | so         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_0_18.png        
tổ         | tố         | tố         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_1_5.png         
trưởng     | trương     | trương     | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_1_19.png        
Hằng       | rằng       | rằng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_2_3.png         
hiện       | hiên       | hiên       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_2_6.png         
chứa       | chúa       | chúa       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_3_2.png         
Thị        | Trị        | Trị        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_2_2.png         
chủ        | chư        | chư        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_3_1.png         
cơ         | co         | co         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_0_3_20.png        
dâm        | dạm        | dạm        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_0_2.png         
chủ        | chi        | chi        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_0_3.png         
yếu        | yến        | yến        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_0_4.png         
đua        | đưa        | đưa        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_7.png         
đòi        | đôi        | đôi        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_8.png         
15         | 155        | 155        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_1.png         
và         | cà         | cà         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_11.png        
tăng       | tàng       | tàng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_3_5.png         
dâm        | dân        | dân        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_2_4.png         
đối        | đồi        | đồi        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_3_0.png         
đi         | di         | di         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_1_14.png        
phòng      | phông      | phông      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_4_5.png         
bà         | bày        | bày        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_1_3_18.png        
nghiện     | nghiên     | nghiên     | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_0_14.png        
sau        | san        | san        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_2_12.png        
cai        | cao        | cao        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_2_15.png        
lệ         | lộ         | lộ         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_2_2.png         
Trong      | trong      | trong      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_3_23.png        
Riêng      | liêng      | liêng      | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_14.png        
tăng       | tàng       | tàng       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_12.png        
sau        | sao        | sao        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_2_20.png        
Thứ        | Thí        | Thí        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_3_12.png        
HIV        | HVV        | HVV        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_5.png         
ba         | bai        | bai        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_3_0.png         
an         | An         | An         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_3_16.png        
đó         | đơ         | đơ         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_1.png         
2003       | 0003       | 0003       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_16.png        
tổng       | tông       | tông       | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_5_14.png        
mới        | mói        | mói        | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_5_8.png         
cả         | cá         | cá         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_4_17.png        
số         | Số         | Số         | ./data/VNOnDB/word_test/20160518_0156_25302_tg_2_5_15.png        
17         | l7         | l7         | ./data/VNOnDB/word_test/20160518_0157_25311_tg_0_0_0.png         
đến        | đền        | đền        | ./data/VNOnDB/word_test/20160518_0157_25311_tg_0_1_15.png        
trên       | tiên       | tiên       | ./data/VNOnDB/word_test/20160518_0157_25311_tg_1_3_11.png        
Với        | với        | với        | ./data/VNOnDB/word_test/20160518_0157_25311_tg_1_3_6.png         
yêu        | yên        | yên        | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_1_13.png        
Y          | Ya         | Ya         | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_1_4.png         
khẩu       | khẩn       | khẩn       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_2_18.png        
một        | mặt        | mặt        | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_2_1.png         
bán        | báu        | báu        | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_2_9.png         
kiến       | Kiếu       | Kiếu       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_3_17.png        
nghị       | nghi       | nghi       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_3_18.png        
phân       | phán       | phán       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_4_7.png         
Bộ         | bộ         | bộ         | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_3_13.png        
Bộ         | bộ         | bộ         | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_3_19.png        
Y          | Yi         | Yi         | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_3_14.png        
trong      | trang      | trang      | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_6_9.png         
lòng       | làng       | làng       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_5_1.png         
khám       | kháu       | kháu       | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_7_10.png        
kê         | kế         | kế         | ./data/VNOnDB/word_test/20160518_0158_25288_tg_0_8_0.png         
