G-truth    | Predict    | Edited     | Image path                                                       
ăn         | cũn        | cũn        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_2_2_10.png      
xin        | xm         | xm         | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_3_3_16.png      
bỏ         | ló         | ló         | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_3_4_3.png       
giờ        | quờ        | quờ        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_4_0_7.png       
trong      | mong       | mong       | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_4_1_5.png       
sạn        | vạm        | vạm        | ./data/VNOnDB/word_test/20160525_0169_25627_2_tg_4_1_7.png       
thủy       | thủng      | thủng      | ./data/VNOnDB/word_test/20160525_0170_25463_tg_1_4_14.png        
11         | Vụng       | Vụng       | ./data/VNOnDB/word_test/20160525_0170_25463_tg_1_3_14.png        
Sanofi     | sang       | sang       | ./data/VNOnDB/word_test/20160525_0171_25288_tg_0_2_8.png         
yêu        | gâu        | gâu        | ./data/VNOnDB/word_test/20160525_0171_25288_tg_0_2_4.png         
lý         | lới        | lới        | ./data/VNOnDB/word_test/20160525_0171_25288_tg_0_2_12.png        
kê         | lẻ         | lẻ         | ./data/VNOnDB/word_test/20160525_0171_25288_tg_0_11_2.png        
u          | vi         | vi         | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_0_3_4.png        
về         | vào        | vào        | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_0_5_8.png        
giập       | dập        | dập        | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_1_5_7.png        
đến        | tới        | tới        | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_2_3_17.png       
u          | vi         | vi         | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_2_5_14.png       
lặng       | im         | im         | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_3_6_8.png        
im         | lăng       | lăng       | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_3_6_9.png        
đang       | ngủ        | ngủ        | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_4_2_20.png       
đi         | từ         | từ         | ./data/VNOnDB/word_test/20160526_0172_9129_1_tg_4_4_3.png        
Nhơn       | Nho        | Nho        | ./data/VNOnDB/word_test/20160527_0173_25432_1_tg_1_2_6.png       
hẹn        | hục        | hục        | ./data/VNOnDB/word_test/20160527_0173_25432_1_tg_3_2_15.png      
Nông       | vòng       | vòng       | ./data/VNOnDB/word_test/20160527_0174_25300_tg_0_1_0.png         
ngọt       | ngoài      | ngoài      | ./data/VNOnDB/word_test/20160527_0174_25300_tg_0_2_3.png         
trung      | vung       | vung       | ./data/VNOnDB/word_test/20160527_0174_25300_tg_0_3_14.png        
khu        | ưu         | ưu         | ./data/VNOnDB/word_test/20160527_0174_25300_tg_0_3_7.png         
kỳ         | vùng       | vùng       | ./data/VNOnDB/word_test/20160527_0174_25300_tg_0_4_2.png         
ba         | 3          | 3          | ./data/VNOnDB/word_test/20160527_0174_25300_tg_1_4_3.png         
Cách       | Cành       | Cành       | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_0_3_9.png       
giá        | quá        | quá        | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_1_1_8.png       
kiện       | liên       | liên       | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_1_3_14.png      
hoặc       | hoại       | hoại       | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_1_4_10.png      
thuộc      | thược      | thược      | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_2_1_15.png      
kế         | hề         | hề         | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_2_1_2.png       
thực       | thược      | thược      | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_2_3_0.png       
gốc        | giời       | giời       | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_2_6_1.png       
hợp        | hơn        | hơn        | ./data/VNOnDB/word_test/20160527_0175_25464_1_tg_3_3_17.png      
Sanofi     | Sang       | Sang       | ./data/VNOnDB/word_test/20160530_0176_25288_tg_0_0_7.png         
Sanofi     | Sang       | Sang       | ./data/VNOnDB/word_test/20160530_0176_25288_tg_0_1_19.png        
vali       | vanh       | vanh       | ./data/VNOnDB/word_test/20160530_0177_9244_2_tg_1_5_0.png        
mũi        | quản       | quản       | ./data/VNOnDB/word_test/20160530_0177_9244_2_tg_1_5_1.png        
bác        | bào        | bào        | ./data/VNOnDB/word_test/20160530_0178_9244_2_tg_0_3_11.png       
Kim        | kian       | kian       | ./data/VNOnDB/word_test/20160530_0178_9244_2_tg_1_1_18.png       
bụng       | trụng      | trụng      | ./data/VNOnDB/word_test/20160530_0178_9244_2_tg_2_3_16.png       
xe         | ra         | ra         | ./data/VNOnDB/word_test/20160530_0178_9244_2_tg_2_4_15.png       
nơi        | nước       | nước       | ./data/VNOnDB/word_test/20160530_0179_25288_tg_0_3_10.png        
Hong       | thang      | thang      | ./data/VNOnDB/word_test/20160530_0179_25288_tg_0_3_15.png        
khóa       | khoá       | khoá       | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_0_0_12.png      
6          | 606        | 606        | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_0_3_5.png       
trong      | Hong       | Hong       | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_0_6_9.png       
của        | các        | các        | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_1_5_12.png      
liêu       | kiều       | kiều       | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_2_6_7.png       
12         | lư         | lư         | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_3_4_13.png      
tiên       | đãi        | đãi        | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_4_6_8.png       
hóa        | hoá        | hoá        | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_4_5_17.png      
hóa        | hoác       | hoác       | ./data/VNOnDB/word_test/20160602_0180_26558_3_tg_5_1_3.png       
nhiều      | bạn        | bạn        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_10.png      
phát       | hành       | hành       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_7.png       
hành       | kiang      | kiang      | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_8.png       
bạn        | đọc        | đọc        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_11.png      
đọc        | đã         | đã         | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_12.png      
bày        | tỏ         | tỏ         | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_14.png      
đã         | bày        | bày        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_13.png      
tỏ         | sự         | sự         | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_15.png      
chia       | sở         | sở         | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_17.png      
sự         | chia       | chia       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_1_16.png      
Q          | Quả        | Quả        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_0_2_13.png      
thân       | thêm       | thêm       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_1_2_5.png       
mang       | may        | may        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_1_4_9.png       
xuống      | xiềng      | xiềng      | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_2_3_10.png      
ủi         | lúi        | lúi        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_2_4_14.png      
dung       | bang       | bang       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_3_1_17.png      
xuống      | xồng       | xồng       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_3_3_15.png      
việc       | làm        | làm        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_3_5_15.png      
làm        | việc       | việc       | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_3_5_14.png      
là         | lát        | lát        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_4_2_0.png       
phận       | pho        | pho        | ./data/VNOnDB/word_test/20160602_0181_25439_1_tg_5_1_20.png      
2554       | 25         | 25         | ./data/VNOnDB/word_test/20160602_0182_25432_1_tg_1_5_1.png       
QĐ         | 41         | 41         | ./data/VNOnDB/word_test/20160602_0182_25432_1_tg_1_5_3.png       
UB         | ĐĐ         | ĐĐ         | ./data/VNOnDB/word_test/20160602_0182_25432_1_tg_1_5_5.png       
máy        | tử         | tử         | ./data/VNOnDB/word_test/20160602_0183_25303_tg_0_5_7.png         
Q          | Quả        | Quả        | ./data/VNOnDB/word_test/20160602_0183_25303_tg_0_3_22.png        
nguồn      | người      | người      | ./data/VNOnDB/word_test/20160602_0184_25300_tg_0_6_6.png         
Hiệp       | Hợp        | Hợp        | ./data/VNOnDB/word_test/20160602_0184_25300_tg_1_1_9.png         
tượng      | trương     | trương     | ./data/VNOnDB/word_test/20160602_0184_25300_tg_1_5_17.png        
đông       | đây        | đây        | ./data/VNOnDB/word_test/20160603_0185_25300_tg_0_5_18.png        
Chiếc      | chức       | chức       | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_0_0_0.png        
nước       | của        | của        | ./data/VNOnDB/word_test/20160603_0185_25300_tg_1_6_8.png         
Tiếng      | Trường     | Trường     | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_0_1_6.png        
Anh        | sinh       | sinh       | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_0_1_12.png       
kẻ         | khẽ        | khẽ        | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_0_3_17.png       
sẵn        | rằn        | rằn        | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_1_0_8.png        
Hà         | Hai        | Hai        | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_1_1_7.png        
Huệ        | thực       | thực       | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_1_2_0.png        
ủi         | ưu         | ưu         | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_1_3_15.png       
Còi        | di         | di         | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_0_20.png       
5          | 504        | 504        | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_2_8.png        
y          | gia        | gia        | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_2_22.png       
nilông     | nương      | nương      | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_4_9.png        
Anh        | sinh       | sinh       | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_4_5.png        
Huệ        | thuê       | thuê       | ./data/VNOnDB/word_test/20160603_0186_9244_2_tg_2_4_6.png        
ve         | VƠV        | VƠV        | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_0_0_1.png       
biết       | bất        | bất        | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_0_2_16.png      
díu        | chí        | chí        | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_1_4_4.png       
đeo        | theo       | theo       | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_2_0_11.png      
miếng      | mống       | mống       | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_2_5_0.png       
in         | ít         | ít         | ./data/VNOnDB/word_test/20160603_0187_25283_2_tg_2_5_4.png       
nếm        | mùi        | mùi        | ./data/VNOnDB/word_test/20160603_0189_25311_tg_1_2_16.png        
mùi        | 202        | 202        | ./data/VNOnDB/word_test/20160603_0189_25311_tg_1_2_17.png        
tội        | ải         | ải         | ./data/VNOnDB/word_test/20160603_0189_25311_tg_1_2_20.png        
đã         | nếm        | nếm        | ./data/VNOnDB/word_test/20160603_0189_25311_tg_1_2_15.png        
tù         | lọi        | lọi        | ./data/VNOnDB/word_test/20160603_0189_25311_tg_1_2_19.png        
giờ        | chờ        | chờ        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_0_0_16.png       
xe         | mỗ         | mỗ         | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_0_0_22.png       
vì         | vài        | vài        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_0_2_1.png        
dài        | đầu        | đầu        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_0_4_0.png        
trống      | hầu        | hầu        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_1_3_17.png       
hầu        | và         | và         | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_1_3_18.png       
bị         | lại        | lại        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_2_4_1.png        
ói         | với        | với        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_2_5_0.png        
ói         | với        | với        | ./data/VNOnDB/word_test/20160603_0190_9244_2_tg_2_6_0.png        
ứng        | ương       | ương       | ./data/VNOnDB/word_test/20160603_0191_25288_tg_0_6_19.png        
hoá        | hóa        | hóa        | ./data/VNOnDB/word_test/20160603_0192_25272_tg_1_4_9.png         
1          | tai        | tai        | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_0_0_0.png       
cũ         | của        | của        | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_0_1_15.png      
lại        | ra         | ra         | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_0_4_14.png      
dòm        | đám        | đám        | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_1_0_4.png       
0134520    | 0130       | 0130       | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_2_5_12.png      
dám        | giám       | giám       | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_3_0_3.png       
là         | một        | một        | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_3_0_13.png      
lại        | ở          | ở          | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_4_1_10.png      
xứ         | người      | người      | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_4_1_12.png      
ở          | rức        | rức        | ./data/VNOnDB/word_test/20160604_0193_25627_3_tg_4_1_11.png      
5          | 505        | 505        | ./data/VNOnDB/word_test/20160604_0194_25475_tg_0_1_17.png        
1          | một        | một        | ./data/VNOnDB/word_test/20160604_0194_25475_tg_0_3_3.png         
1          | một        | một        | ./data/VNOnDB/word_test/20160604_0194_25475_tg_1_1_14.png        
1          | 101        | 101        | ./data/VNOnDB/word_test/20160604_0194_25475_tg_1_3_10.png        
Nguyễn     | Thiện      | Thiện      | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_12.png      
nhưng      | không      | không      | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_2.png       
Trước      | đó         | đó         | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_6.png       
Thiện      | Nhân       | Nhân       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_13.png      
khỏe       | HÁI        | HÁI        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_4.png       
tịch       | Nguyễn     | Nguyễn     | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_11.png      
Nhân       | nêu        | nêu        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_14.png      
mười       | nguyên     | nguyên     | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_16.png      
Phó        | chủ        | chủ        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_9.png       
Chủ        | tịch       | tịch       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_10.png      
nêu        | mười       | mười       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_15.png      
To         | nhưng      | nhưng      | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_1.png       
đó         | kia        | kia        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_0_7.png       
cao        | cang       | cang       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_4_17.png      
tư         | tai        | tai        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_0_3_11.png      
hóa        | hoác       | hoác       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_1_2_12.png      
khỏe       | khoả       | khoả       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_1_3_6.png       
này        | nàng       | nàng       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_2_2_16.png      
còn        | cái        | cái        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_3_5_2.png       
Du         | Deo        | Deo        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_4_0_2.png       
khóa       | khoá       | khoá       | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_4_4_10.png      
9          | gội        | gội        | ./data/VNOnDB/word_test/20160604_0195_26558_2_tg_4_6_2.png       
tour       | trau       | trau       | ./data/VNOnDB/word_test/20160604_0197_25272_tg_0_5_7.png         
niệm       | viện       | viện       | ./data/VNOnDB/word_test/20160604_0198_25300_tg_1_0_7.png         
về         | xè         | xè         | ./data/VNOnDB/word_test/20160604_0198_25300_tg_0_5_14.png        
Hiệp       | Hợp        | Hợp        | ./data/VNOnDB/word_test/20160604_0198_25300_tg_1_1_11.png        
Hà         | kia        | kia        | ./data/VNOnDB/word_test/20160604_0198_25300_tg_1_2_0.png         
phải       | dãi        | dãi        | ./data/VNOnDB/word_test/20160604_0198_25300_tg_1_3_18.png        
chí        | dứ         | dứ         | ./data/VNOnDB/word_test/20160604_0199_25463_tg_0_4_1.png         
đến        | đều        | đều        | ./data/VNOnDB/word_test/20160604_0199_25463_tg_2_4_5.png         
chức       | đước       | đước       | ./data/VNOnDB/word_test/20160604_0199_25463_tg_2_5_8.png         
4          | Lia        | Lia        | ./data/VNOnDB/word_test/20160722_0200_28472_1_tg_1_0_4.png       
ô          | ông        | ông        | ./data/VNOnDB/word_test/20160722_0200_28472_1_tg_3_1_4.png       
4          | lang       | lang       | ./data/VNOnDB/word_test/20160722_0200_28472_1_tg_4_4_10.png      
khách      | mách       | mách       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_0_6_0.png       
2          | Quả        | Quả        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_0_6_4.png       
ra         | van        | van        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_1_0_17.png      
thống      | xống       | xống       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_1_3_3.png       
nhân       | vân        | vân        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_1_5_6.png       
Tách       | Tái        | Tái        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_4_0_0.png       
các        | bị         | bị         | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_2.png       
khách      | quan       | quan       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_8.png       
trình      | kết        | kết        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_12.png      
liệu       | có         | có         | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_6.png       
quan       | trị        | trị        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_9.png       
thúc       | điều       | điều       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_14.png      
điều       | tra        | tra        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_15.png      
điều       | nhân       | nhân       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_3_14.png      
cáo        | thì        | thì        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_4.png       
thì        | liệu       | liệu       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_5.png       
Quá        | trình      | trình      | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_11.png      
kết        | thúc       | thúc       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_13.png      
tra        | mộng       | mộng       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_16.png      
tra        | viên       | viên       | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_3_15.png      
bị         | cáo        | cáo        | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_3.png       
có         | khách      | khách      | ./data/VNOnDB/word_test/20160722_0201_26749_2_tg_5_2_7.png       
luận       | liệu       | liệu       | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_2_20.png      
trong      | đó         | đó         | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_16.png      
nước       | 104        | 104        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_14.png      
một        | số         | số         | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_9.png       
cán        | bộ         | bộ         | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_11.png      
nhà        | nước       | nước       | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_13.png      
số         | cáu        | cáu        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_10.png      
bộ         | nhà        | nhà        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_12.png      
Phương     | km2        | km2        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_20.png      
ông        | phương     | phương     | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_19.png      
có         | ông        | ông        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_0_5_18.png      
tòa        | toà        | toà        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_1_1_1.png       
tòa        | toà        | toà        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_1_2_17.png      
quả        | của        | của        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_1_4_18.png      
H          | Hồi        | Hồi        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_1_8_8.png       
g          | gai        | gai        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_2_0_16.png      
tra        | Đa         | Đa         | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_4_0_16.png      
và         | cả         | cả         | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_6_2_9.png       
quan       | man        | man        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_6_5_10.png      
nhiều      | nhầu       | nhầu       | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_7_0_6.png       
Phương     | bương      | bương      | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_7_0_11.png      
dù         | dài        | dài        | ./data/VNOnDB/word_test/20160722_0202_26749_1_tg_7_1_10.png      
Predict wrong 4123/83499. CER=0.04937783686032168
Predict wrong 2828/25115. WER=0.11260203065896875
